,Tissue,Delivery,Date,Animal,Sex,Test,Function,Parent,Striatum,Hippocampus,Cortex,RT_reaction,Barcode_number,Barcode_Allele,Allele_String,IFNB,IFNG,LPSIFNG,Naive_Macrophage,Column_Purification,THP1_Monocytes,Purification,Barcode_Allele_Parent,Barcode_Allele_Animal,Allele_Animal
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_23,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,23,23_ALT,ALT,,,,,,,,23_ALT_Brain,23_ALT_AP1134,ALT_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_24,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,24,24_ALT,ALT,,,,,,,,24_ALT_Brain,24_ALT_AP1134,ALT_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_25,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,25,25_ALT,ALT,,,,,,,,25_ALT_Brain,25_ALT_AP1134,ALT_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_26,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,26,26_ALT,ALT,,,,,,,,26_ALT_Brain,26_ALT_AP1134,ALT_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_27,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,27,27_ALT,ALT,,,,,,,,27_ALT_Brain,27_ALT_AP1134,ALT_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_28,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,28,28_ALT,ALT,,,,,,,,28_ALT_Brain,28_ALT_AP1134,ALT_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_29,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,29,29_ALT,ALT,,,,,,,,29_ALT_Brain,29_ALT_AP1134,ALT_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_30,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,30,30_ALT,ALT,,,,,,,,30_ALT_Brain,30_ALT_AP1134,ALT_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_31,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,31,31_ALT,ALT,,,,,,,,31_ALT_Brain,31_ALT_AP1134,ALT_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_ALT_Barcode_32,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,32,32_ALT,ALT,,,,,,,,32_ALT_Brain,32_ALT_AP1134,ALT_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_1,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,1,1_REF,REF,,,,,,,,1_REF_Brain,1_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_2,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,2,2_REF,REF,,,,,,,,2_REF_Brain,2_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_3,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,3,3_REF,REF,,,,,,,,3_REF_Brain,3_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_4,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,4,4_REF,REF,,,,,,,,4_REF_Brain,4_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_5,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,5,5_REF,REF,,,,,,,,5_REF_Brain,5_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_6,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,6,6_REF,REF,,,,,,,,6_REF_Brain,6_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_7,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,7,7_REF,REF,,,,,,,,7_REF_Brain,7_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_8,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,8,8_REF,REF,,,,,,,,8_REF_Brain,8_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_9,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,9,9_REF,REF,,,,,,,,9_REF_Brain,9_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_10,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,10,10_REF,REF,,,,,,,,10_REF_Brain,10_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_11,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,11,11_REF,REF,,,,,,,,11_REF_Brain,11_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_12,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,12,12_REF,REF,,,,,,,,12_REF_Brain,12_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_13,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,13,13_REF,REF,,,,,,,,13_REF_Brain,13_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_14,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,14,14_REF,REF,,,,,,,,14_REF_Brain,14_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_15,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,15,15_REF,REF,,,,,,,,15_REF_Brain,15_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_16,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,16,16_REF,REF,,,,,,,,16_REF_Brain,16_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_17,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,17,17_REF,REF,,,,,,,,17_REF_Brain,17_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_18,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,18,18_REF,REF,,,,,,,,18_REF_Brain,18_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_19,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,19,19_REF,REF,,,,,,,,19_REF_Brain,19_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_20,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,20,20_REF,REF,,,,,,,,20_REF_Brain,20_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_21,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,21,21_REF,REF,,,,,,,,21_REF_Brain,21_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_22,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,22,22_REF,REF,,,,,,,,22_REF_Brain,22_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_23,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,23,23_REF,REF,,,,,,,,23_REF_Brain,23_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_24,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,24,24_REF,REF,,,,,,,,24_REF_Brain,24_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_25,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,25,25_REF,REF,,,,,,,,25_REF_Brain,25_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_26,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,26,26_REF,REF,,,,,,,,26_REF_Brain,26_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_27,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,27,27_REF,REF,,,,,,,,27_REF_Brain,27_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_28,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,28,28_REF,REF,,,,,,,,28_REF_Brain,28_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_29,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,29,29_REF,REF,,,,,,,,29_REF_Brain,29_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_30,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,30,30_REF,REF,,,,,,,,30_REF_Brain,30_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_31,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,31,31_REF,REF,,,,,,,,31_REF_Brain,31_REF_AP1134,REF_AP1134
ZC101-MPRA3-AP1134-26-Hippocampus_REF_Barcode_32,Hippocampus,AAV-PHP-EB,,AP1134,M,ZC101R-MPRA3-AP1134-26-Hippocampus,Brain,Brain,0.0,1.0,0.0,AP1134Hippocampus,32,32_REF,REF,,,,,,,,32_REF_Brain,32_REF_AP1134,REF_AP1134
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_1,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,1,1_ALT,ALT,,,,,,,,1_ALT_Brain,1_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_2,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,2,2_ALT,ALT,,,,,,,,2_ALT_Brain,2_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_3,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,3,3_ALT,ALT,,,,,,,,3_ALT_Brain,3_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_4,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,4,4_ALT,ALT,,,,,,,,4_ALT_Brain,4_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_5,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,5,5_ALT,ALT,,,,,,,,5_ALT_Brain,5_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_6,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,6,6_ALT,ALT,,,,,,,,6_ALT_Brain,6_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_7,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,7,7_ALT,ALT,,,,,,,,7_ALT_Brain,7_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_8,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,8,8_ALT,ALT,,,,,,,,8_ALT_Brain,8_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_9,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,9,9_ALT,ALT,,,,,,,,9_ALT_Brain,9_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_10,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,10,10_ALT,ALT,,,,,,,,10_ALT_Brain,10_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_11,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,11,11_ALT,ALT,,,,,,,,11_ALT_Brain,11_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_12,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,12,12_ALT,ALT,,,,,,,,12_ALT_Brain,12_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_13,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,13,13_ALT,ALT,,,,,,,,13_ALT_Brain,13_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_14,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,14,14_ALT,ALT,,,,,,,,14_ALT_Brain,14_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_15,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,15,15_ALT,ALT,,,,,,,,15_ALT_Brain,15_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_16,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,16,16_ALT,ALT,,,,,,,,16_ALT_Brain,16_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_17,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,17,17_ALT,ALT,,,,,,,,17_ALT_Brain,17_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_18,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,18,18_ALT,ALT,,,,,,,,18_ALT_Brain,18_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_19,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,19,19_ALT,ALT,,,,,,,,19_ALT_Brain,19_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_20,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,20,20_ALT,ALT,,,,,,,,20_ALT_Brain,20_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_21,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,21,21_ALT,ALT,,,,,,,,21_ALT_Brain,21_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_22,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,22,22_ALT,ALT,,,,,,,,22_ALT_Brain,22_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_23,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,23,23_ALT,ALT,,,,,,,,23_ALT_Brain,23_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_24,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,24,24_ALT,ALT,,,,,,,,24_ALT_Brain,24_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_25,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,25,25_ALT,ALT,,,,,,,,25_ALT_Brain,25_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_26,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,26,26_ALT,ALT,,,,,,,,26_ALT_Brain,26_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_27,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,27,27_ALT,ALT,,,,,,,,27_ALT_Brain,27_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_28,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,28,28_ALT,ALT,,,,,,,,28_ALT_Brain,28_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_29,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,29,29_ALT,ALT,,,,,,,,29_ALT_Brain,29_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_30,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,30,30_ALT,ALT,,,,,,,,30_ALT_Brain,30_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_31,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,31,31_ALT,ALT,,,,,,,,31_ALT_Brain,31_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_ALT_Barcode_32,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,32,32_ALT,ALT,,,,,,,,32_ALT_Brain,32_ALT_AP1120,ALT_AP1120
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_1,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,1,1_REF,REF,,,,,,,,1_REF_Brain,1_REF_AP1120,REF_AP1120
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_2,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,2,2_REF,REF,,,,,,,,2_REF_Brain,2_REF_AP1120,REF_AP1120
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_3,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,3,3_REF,REF,,,,,,,,3_REF_Brain,3_REF_AP1120,REF_AP1120
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_4,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,4,4_REF,REF,,,,,,,,4_REF_Brain,4_REF_AP1120,REF_AP1120
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_5,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,5,5_REF,REF,,,,,,,,5_REF_Brain,5_REF_AP1120,REF_AP1120
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_6,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,6,6_REF,REF,,,,,,,,6_REF_Brain,6_REF_AP1120,REF_AP1120
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_7,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,7,7_REF,REF,,,,,,,,7_REF_Brain,7_REF_AP1120,REF_AP1120
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_8,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,8,8_REF,REF,,,,,,,,8_REF_Brain,8_REF_AP1120,REF_AP1120
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_9,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,9,9_REF,REF,,,,,,,,9_REF_Brain,9_REF_AP1120,REF_AP1120
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_10,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,10,10_REF,REF,,,,,,,,10_REF_Brain,10_REF_AP1120,REF_AP1120
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_11,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,11,11_REF,REF,,,,,,,,11_REF_Brain,11_REF_AP1120,REF_AP1120
ZC103-MPRA3-AP1120-26-Cortex_REF_Barcode_12,Cortex,AAV-PHP-EB,,AP1120,F,ZC103R-MPRA3-AP1120-26-Cortex,Brain,Brain,0.0,0.0,1.0,AP1120Cortex,12,12_REF,REF,,,,,,,,12_REF_Brain,12_REF_AP1120,REF_AP1120
